,text
229,"つらくなってきた
"
230,"「不義 類語」で調べてたら「不義の子」が出てきたんだけどそういうのはマジでやめろ
"
231,"六弥ナギ不義は似合わないな・・・
"
232,"写真改めて見て「ナギちゃん・・・ココア似合う・・・😭」と思ってたけど逆に六弥ナギに似合わないものって何？
"
233,"このままいくと孫に「ナギくんはな、銃弾を避けるんじゃ・・・」と語って「おばあちゃんまたナギくんが銃弾避ける話してる〜」と言われてしまう
"
234,"「果たして無事に楽しいオフを過ごせるのか！？」という文面に対して「無事に過ごせないオフってなんだよｗｗｗｗｗｗｗｗｗ」と思ったけどこの間のオフはテロリストと戦って銃弾避けてたな
"
235,"ビブラート明日見よ〜〜〜〜〜〜⤴︎⤵︎⤴︎⤵︎⤴︎⤵︎⤴︎⤵︎
"
236,"これ買ったの多分私で草
"
237,"ナ ギ ざ ん ま い 
"
238,"アラームにしたい
"
239,"可愛い 泣ける
"
240,"平和・・・・・・・・・
"
241,"DHCが昔やってたCMの「〇〇部門、第一位！〇〇部門、第一位！」と連呼するやつ六弥ナギにやってほしい
"
242,"肌荒らすのも治すのもぜーーーーーーーんぶ六弥ナギ
"
243,"4部で肌荒そうな！
"
244,"4部で荒れた肌をDHCで治す完璧な福利厚生
"
245,"また眼鏡を触ってしまう無限ループに入ったためこのまま円環の理に導かれる
"
246,"かわいい！！！！！！！！！！！
"
247,"子犬分くらいの誤差あって草　子犬を抱いた六弥ナギ
"
248,"私が六弥ナギ錬成したら体重74kgくらいになってしまうかもしれないけど誤差の範囲にしてほしい
"
249,"六弥ナギに因果が蓄積されすぎて概念になってしまう
"
250,"でもすべてを六弥ナギに委ねるのもよくないとは思うんだよな
"
251,"これ座右の銘にしよ！！！！！！！！！！
"
252,"ナギは全　全はナギ
"
253,"眼鏡触っちゃうけどその眼鏡も六弥ナギのやつだしもうよくない？
"
254,"六弥ナギ眺めて「か、かわいい！！！！」と発作的に手のひらで顔面覆おうとして眼鏡ベターと触ってしまうのやめたいけど発作だからやめるとかやめないとかいう話ではない
"
255,"最初のアニカフェの直筆サイン見たとき文字を先に書いた後に先端を太く塗ってたらクッッッッソ興奮するなと思ったけどさすがにそこまでは分からんだろうな
"
256,"六弥ナギがサインの締めにキスマーク書いた瞬間私の中の100人のナギ担のうち43人くらい夢女になる
"
257,"締めにキスマーク書くの無理！！！！！！！！！！！！！！！
"
258,"下 上 六 か か 弥 ら ら ナ 書 書 ギ く く の か か N ？ ？ ＇
"
259,"個人的に凄いことに気付いてしまったんだが今年の六弥ナギの誕生日に六弥ナギのサインの書き順が分かる？
"
260,"今日も六弥ナギはかわいいな〜と思ったけど別に昨日もかわいかったし明日もかわいいと思う
"
261,"六弥ナギのバレキスマジでクセが強そうすぎて笑うし六弥ナギが番組なりラジオなりで当然のように「バレキス」と略して言うのに対して一部のファンがざわつく
"
262,"わかる
"
263,"急に元気になってしまったけどバレンタインスカウトしたせいでは 六弥ナギは脳に効く
"
264,"六弥ナギと確かな信頼関係を築いている前提で苦言を呈されたい〜〜〜〜〜〜〜〜〜〜〜〜
"
265,"私がアイナナ界で六弥ナギのマネージャーやってるとして六弥ナギの顔面指差しながら「お前は神」と言って「❓❓❓❓指を差さないでください😰」と苦言を呈されたい
"
266,"仮にここなは嫁だとしてもそれを超えて「天使」なのは確かだからな わかる〜私はお前が神
"
267,"ここなのエロ同人を買うのかどうかという考察は以前同人誌で軽く触れた
"
268,"私の中の100人のナギ担のドキュメンタリー漫画多分描けるんだけど需要ガン無視だしそれやるのは私がナギ担上がる時じゃない？とも思うけど私がナギ担を上がる時は私が死ぬ時または六弥ナギが流行ジャンルでここな以外の嫁を作った時かなと思う厄介なオタク
"
269,"推しが面白い 最高
"
270,"六弥ナギのネタ尽きないにも程があろう
"
271,"わ〜賑やかそう〜 
"
272,"私の中の100人のナギ担のうち30人くらいが夢女なってしまう
"
273,"アナタはワタシだけの恋人ですってなに！？！！？！！！？！！？！！
"
274,"かわいい😭😭😭😭😭😭😭😭😭😭 
"
275,"クリマジは「次の誕生日の楽しみにしとこ！！」と我慢（仮）できたけどバレンタインはだめだった・・・かわいい・・・本当に可愛い
"
276,"あとはクリマジだけだ（尚テイルズは除く）
"
277,"いーーーーーまーーーーーー逢ーーーーーいーーーーたいーーーーー 
"
278,"いやでも誕生日の楽しみ・・・いや・・・いやでも・・・
"
279,"身に覚えのないスカウトポイントが溜まっているからバレンタイン六弥ナギをスカウトしてもいいのではないか？
"
280,"観る前に主題歌聴いた時はへ〜って感じだったけど観た後にEDで流れるとおわ゛ーーーーーー🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
"
281,"すっげえ🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
"
282,"ヘブンズフィール2章を観た🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
"
283,"そこに天さんが入るのはまずいですよ 
"
284,"ピンポーン 「Oh‼️ヤマトがきました😚」 「大和さん帰ってきたのか〜」 「宅急便じゃねーか💢💢💢」
"
285,"最近ヤマト運輸の文字見ると「ヤマ⤴︎トウンュ」と完全に六弥ナギのイントネーションで読んでしまう
"
286,"おそらくその近くのオニをカタカナにすることに気を取られすぎた
"
287,"差し入れでいただいたお面がぴったりすぎるｗｗｗｗｗｗ 
"
288,"恵方巻き漫画間に合わないから来年描こ
"
289,"節分ッシュセブン 
"
290,"ひとつの六弥ナギに対する感想が多すぎる
"
291,"めっちゃあちら見るやん 
"
292,"絶対アニソン聴いてるだろ 
"
293,"今月12日でナギ推しになって丸3年経つことになる
"
294,"ガシャで泣いたのはハロウィンぶりだな
"
295,"いやまじこれで出なかったら諦めてたからよかった・・・
"
296,"ガチで聴きながら回したし「初めて出会った日のこと・・・覚えてる・・・」と泣きながら歌いながら回した 
"
297,"ぺにしりんじゃあ・・・
"
298,"ねーーーーーーーーーえーーーーーーーー逢ーーーーいーーーーーーーーーーたいーーーーーーーーいいいいいいいいいいいい 
"
299,"推しを騒音呼ばわりするな
"
300,"ヘッドホンにより騒音に気づかない模様 
"
301,"よく耐えたよな我々
"
302,"1ヶ月も空いたんだっけ・・・今考えると鬼だな
"
303,"魔法か？
"
304,"ショコラオレ飲んだ直後に白桃カルピス飲んだらさっき嗅いだパテの匂いがめっちゃ口内に広がる！！！！！！！！！！！？？！！！
"
305,"私がアイナナ界でアイナナのマネージャーやってるとして六弥ナギが長期で国に帰ることになったら決起会的なの催して二次会のカラオケでMISIAの逢いたくていまを泣きながら熱唱して気まずい空気にしてやろ
"
